"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-HF-HRRP,535,,0.9457,19.5734,20.6973,101,07/01/2019,06/30/2022
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-COPD-HRRP,240,,0.9742,18.6269,19.1209,43,07/01/2019,06/30/2022
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-CABG-HRRP,178,,0.9413,9.9325,10.5524,16,07/01/2019,06/30/2022
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-AMI-HRRP,325,,1.0678,13.4840,12.6276,47,07/01/2019,06/30/2022
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-PN-HRRP,N/A,,1.0054,15.2394,15.1573,Too Few to Report,07/01/2019,06/30/2022
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-PN-HRRP,162,,0.9819,14.9523,15.2286,23,07/01/2019,06/30/2022
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9635,3.1747,3.2948,Too Few to Report,07/01/2019,06/30/2022
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-HF-HRRP,159,,0.9853,18.2139,18.4848,28,07/01/2019,06/30/2022
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-COPD-HRRP,83,,1.0326,18.0045,17.4355,17,07/01/2019,06/30/2022
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-AMI-HRRP,N/A,,0.9921,13.2929,13.3990,Too Few to Report,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-PN-HRRP,374,,1.0456,17.8925,17.1120,70,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-HIP-KNEE-HRRP,699,,0.8648,4.1815,4.8351,27,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-HF-HRRP,359,,1.0512,21.0707,20.0443,79,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-COPD-HRRP,99,,0.9908,17.7678,17.9329,17,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-CABG-HRRP,N/A,,1.0017,11.5253,11.5063,Too Few to Report,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-AMI-HRRP,148,,0.9614,13.4627,14.0038,18,07/01/2019,06/30/2022
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-PN-HRRP,111,,0.9860,15.2729,15.4897,16,07/01/2019,06/30/2022
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.2049,6.5410,5.4286,Too Few to Report,07/01/2019,06/30/2022
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-HF-HRRP,102,,0.9118,17.6843,19.3951,12,07/01/2019,06/30/2022
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-COPD-HRRP,70,,0.9992,15.7854,15.7980,11,07/01/2019,06/30/2022
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-HIP-KNEE-HRRP,843,,0.8226,3.0763,3.7399,23,07/01/2019,06/30/2022
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-PN-HRRP,319,,1.0016,18.1472,18.1184,58,07/01/2019,06/30/2022
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9525,5.8750,6.1677,Too Few to Report,07/01/2019,06/30/2022
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-HF-HRRP,255,,0.8918,18.6635,20.9279,40,07/01/2019,06/30/2022
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-COPD-HRRP,72,,1.0584,21.1832,20.0152,19,07/01/2019,06/30/2022
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-AMI-HRRP,70,,1.0431,18.3069,17.5499,15,07/01/2019,06/30/2022
STILLWATER MEDICAL CENTER,370049,OK,READM-30-PN-HRRP,185,,1.0724,15.8558,14.7857,34,07/01/2019,06/30/2022
STILLWATER MEDICAL CENTER,370049,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.6933,2.7616,3.9834,Too Few to Report,07/01/2019,06/30/2022
STILLWATER MEDICAL CENTER,370049,OK,READM-30-HF-HRRP,173,,0.9932,18.1734,18.2973,31,07/01/2019,06/30/2022
STILLWATER MEDICAL CENTER,370049,OK,READM-30-COPD-HRRP,90,,1.0493,17.7411,16.9081,19,07/01/2019,06/30/2022
STILLWATER MEDICAL CENTER,370049,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
STILLWATER MEDICAL CENTER,370049,OK,READM-30-AMI-HRRP,N/A,,0.9948,11.2787,11.3375,Too Few to Report,07/01/2019,06/30/2022
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-PN-HRRP,N/A,,0.9483,13.0920,13.8054,Too Few to Report,07/01/2019,06/30/2022
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-HF-HRRP,N/A,,0.9650,17.3994,18.0297,Too Few to Report,07/01/2019,06/30/2022
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-COPD-HRRP,N/A,,1.0145,18.3733,18.1105,Too Few to Report,07/01/2019,06/30/2022
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-PN-HRRP,455,,1.1192,20.2284,18.0736,100,07/01/2019,06/30/2022
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-HIP-KNEE-HRRP,136,,1.4636,6.6964,4.5752,15,07/01/2019,06/30/2022
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-HF-HRRP,472,,1.0142,20.1403,19.8593,96,07/01/2019,06/30/2022
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-COPD-HRRP,193,,1.0274,20.3211,19.7787,41,07/01/2019,06/30/2022
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-CABG-HRRP,N/A,,1.0340,12.6120,12.1976,Too Few to Report,07/01/2019,06/30/2022
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-AMI-HRRP,140,,1.0507,12.5949,11.9876,20,07/01/2019,06/30/2022
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-PN-HRRP,N/A,,0.9778,13.1296,13.4275,Too Few to Report,07/01/2019,06/30/2022
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-PN-HRRP,N/A,,0.9987,16.0708,16.0920,Too Few to Report,07/01/2019,06/30/2022
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-HF-HRRP,113,,1.0363,20.8970,20.1646,26,07/01/2019,06/30/2022
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-COPD-HRRP,N/A,,1.0268,23.3390,22.7289,Too Few to Report,07/01/2019,06/30/2022
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-AMI-HRRP,72,,1.0609,15.3416,14.4607,14,07/01/2019,06/30/2022
PUSHMATAHA HOSPITAL,370083,OK,READM-30-PN-HRRP,N/A,,0.9780,15.5766,15.9274,Too Few to Report,07/01/2019,06/30/2022
PUSHMATAHA HOSPITAL,370083,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PUSHMATAHA HOSPITAL,370083,OK,READM-30-HF-HRRP,40,,1.0306,22.3545,21.6914,11,07/01/2019,06/30/2022
PUSHMATAHA HOSPITAL,370083,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PUSHMATAHA HOSPITAL,370083,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PUSHMATAHA HOSPITAL,370083,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-PN-HRRP,109,,0.9783,16.0452,16.4005,16,07/01/2019,06/30/2022
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9315,3.4207,3.6722,Too Few to Report,07/01/2019,06/30/2022
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-HF-HRRP,135,,1.0428,20.8694,20.0124,31,07/01/2019,06/30/2022
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-COPD-HRRP,50,,1.0496,21.5124,20.4956,14,07/01/2019,06/30/2022
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-AMI-HRRP,N/A,,1.0564,14.2880,13.5256,Too Few to Report,07/01/2019,06/30/2022
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-PN-HRRP,847,,1.0609,18.9924,17.9026,165,07/01/2019,06/30/2022
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-HIP-KNEE-HRRP,322,,1.0646,4.9804,4.6783,17,07/01/2019,06/30/2022
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-HF-HRRP,869,,0.9860,20.4775,20.7688,177,07/01/2019,06/30/2022
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-COPD-HRRP,337,,1.0594,22.2858,21.0353,79,07/01/2019,06/30/2022
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-CABG-HRRP,227,,1.0206,11.2029,10.9766,26,07/01/2019,06/30/2022
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-AMI-HRRP,426,,1.0034,14.0453,13.9975,60,07/01/2019,06/30/2022
O U MEDICAL CENTER,370093,OK,READM-30-PN-HRRP,221,,1.0003,18.5421,18.5363,41,07/01/2019,06/30/2022
O U MEDICAL CENTER,370093,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.1070,4.2890,3.8744,Too Few to Report,07/01/2019,06/30/2022
O U MEDICAL CENTER,370093,OK,READM-30-HF-HRRP,203,,1.0111,20.8197,20.5920,43,07/01/2019,06/30/2022
O U MEDICAL CENTER,370093,OK,READM-30-COPD-HRRP,100,,0.9871,19.8535,20.1130,19,07/01/2019,06/30/2022
O U MEDICAL CENTER,370093,OK,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
O U MEDICAL CENTER,370093,OK,READM-30-AMI-HRRP,97,,1.1303,16.3281,14.4453,22,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-PN-HRRP,166,,0.9799,16.4966,16.8347,26,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.1003,5.4783,4.9791,Too Few to Report,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-HF-HRRP,142,,1.0425,22.6360,21.7138,35,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-COPD-HRRP,74,,0.9685,19.0605,19.6796,12,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-AMI-HRRP,92,,1.0821,17.3505,16.0347,20,07/01/2019,06/30/2022
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-PN-HRRP,152,,0.9437,15.0637,15.9616,19,07/01/2019,06/30/2022
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.0216,5.0163,4.9105,Too Few to Report,07/01/2019,06/30/2022
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-HF-HRRP,90,,1.0338,20.8446,20.1626,21,07/01/2019,06/30/2022
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-COPD-HRRP,52,,1.0567,19.9113,18.8428,14,07/01/2019,06/30/2022
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-PN-HRRP,N/A,,0.9803,13.1585,13.4229,Too Few to Report,07/01/2019,06/30/2022
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-COPD-HRRP,N/A,,0.9792,14.2955,14.5990,Too Few to Report,07/01/2019,06/30/2022
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-PN-HRRP,N/A,,0.9756,13.6603,14.0020,Too Few to Report,07/01/2019,06/30/2022
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-HF-HRRP,62,,1.0450,19.4930,18.6537,15,07/01/2019,06/30/2022
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-COPD-HRRP,N/A,,0.9747,16.4851,16.9132,Too Few to Report,07/01/2019,06/30/2022
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-PN-HRRP,270,,0.9328,15.0609,16.1452,36,07/01/2019,06/30/2022
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-HF-HRRP,221,,0.9299,18.9145,20.3399,37,07/01/2019,06/30/2022
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-COPD-HRRP,127,,0.9520,18.2605,19.1814,20,07/01/2019,06/30/2022
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-CABG-HRRP,N/A,,0.9021,11.9461,13.2419,Too Few to Report,07/01/2019,06/30/2022
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-AMI-HRRP,104,,1.0064,14.1191,14.0296,15,07/01/2019,06/30/2022
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-PN-HRRP,N/A,,0.9615,13.6968,14.2459,Too Few to Report,07/01/2019,06/30/2022
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-HF-HRRP,N/A,,1.0154,17.5410,17.2746,Too Few to Report,07/01/2019,06/30/2022
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-PN-HRRP,108,,0.9952,16.0421,16.1197,17,07/01/2019,06/30/2022
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-HF-HRRP,N/A,,1.0076,18.6517,18.5116,Too Few to Report,07/01/2019,06/30/2022
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-COPD-HRRP,N/A,,0.9215,16.0855,17.4563,Too Few to Report,07/01/2019,06/30/2022
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-PN-HRRP,422,,0.9374,15.7361,16.7865,62,07/01/2019,06/30/2022
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-HF-HRRP,684,,0.9168,19.2703,21.0189,126,07/01/2019,06/30/2022
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-COPD-HRRP,178,,1.0130,21.9759,21.6929,40,07/01/2019,06/30/2022
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-CABG-HRRP,N/A,,1.0024,10.2670,10.2420,Too Few to Report,07/01/2019,06/30/2022
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-AMI-HRRP,243,,1.0961,15.0122,13.6956,41,07/01/2019,06/30/2022
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-PN-HRRP,N/A,,1.0387,14.4677,13.9284,Too Few to Report,07/01/2019,06/30/2022
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-PN-HRRP,149,,0.9648,15.7122,16.2862,21,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-HF-HRRP,94,,0.9429,19.0204,20.1714,14,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-COPD-HRRP,N/A,,1.0236,19.5378,19.0875,Too Few to Report,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9855,4.7228,4.7922,Too Few to Report,07/01/2019,06/30/2022
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-COPD-HRRP,N/A,,1.0164,15.9375,15.6798,Too Few to Report,07/01/2019,06/30/2022
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-PN-HRRP,N/A,,0.9738,14.0516,14.4293,Too Few to Report,07/01/2019,06/30/2022
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WAGONER COMMUNITY HOSPITAL,370166,OK,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WAGONER COMMUNITY HOSPITAL,370166,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WAGONER COMMUNITY HOSPITAL,370166,OK,READM-30-HF-HRRP,N/A,,0.9752,19.7731,20.2754,Too Few to Report,07/01/2019,06/30/2022
